Status,Listing Action,Product Name,SKU,Product Type,Parentage Level,Parent SKU,Variation Theme Name,Brand Name,Product ID Type,Product ID,Manufacturer,Part Number,Original Trade Price (inc VAT),Trade Sell Price (inc VAT),Original Consumer Price (inc VAT),Consumer Sell Price (inc VAT),VAT %,Qty Available,Units per  Product,"Unit Measurement
Active,Create or Replace (Full Update),"Vanity Basin Sink Unit & 700mm Back-to-Wall Toilet WC with Cistern, Round Matt Black Plate Tap & Waste (green)",vanitysink-700mm-green,VINYL,Child,vanitysink-PARENT,Colour/Size,ABC,EAN,1000000000001,ABC,100011,,495,,495,20,500,1,,"Upgrade your bathroom with this modern and fully coordinated Vanity Basin Sink Unit & Back-to-Wall Toilet WC Set, complete with a concealed cistern, round matt black plate tap, and matching waste. Designed to bring both style and functionality to any space, this set combines a contemporary look with practical everyday performance.

The vanity unit features a durable ceramic basin with a smooth, high-gloss finish that’s easy to clean and highly resistant to stains and scratches. Its compact, space-saving design makes it ideal for small bathrooms, cloakrooms, and en-suites.

Paired with a sleek back-to-wall toilet, this set conceals unsightly pipework and delivers a clean, minimalist appearance. The soft-close seat ensures a quiet and gentle close every time, adding to the overall comfort and durability.","Complete Bathroom Set Includes vanity basin unit, back-to-wall toilet, concealed cistern, round matt black plate tap, and matching waste for a full, ready-to-install solution.
Modern Space-Saving Design Compact vanity unit and sleek back-to-wall toilet maximise bathroom space while maintaining a stylish, minimalist appearance.
High-Quality Ceramic Basin Durable ceramic sink with a smooth, easy-clean glaze that resists stains, scratches, and everyday wear.
Soft-Close Toilet Seat Comfortable seat with soft-close hinge mechanism that prevents slamming, reduces noise, and increases longevity.
Durable Back-to-Wall Toilet Streamlined WC fits flush against the wall, helping conceal pipework for a cleaner, modern finish.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,Green,700mm,Modern,"ceramic, wood",,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),"Vanity Basin Sink Unit & 850mm Back-to-Wall Toilet WC with Cistern, Round Matt Black Plate Tap & Waste  (white)",vanitysink-850mm-white,VINYL,Child,vanitysink-PARENT,Colour/Size,ABC,EAN,1000000000001,ABC,100012,,355,,355,20,500,1,,"Upgrade your bathroom with this modern and fully coordinated Vanity Basin Sink Unit & Back-to-Wall Toilet WC Set, complete with a concealed cistern, round matt black plate tap, and matching waste. Designed to bring both style and functionality to any space, this set combines a contemporary look with practical everyday performance.

The vanity unit features a durable ceramic basin with a smooth, high-gloss finish that’s easy to clean and highly resistant to stains and scratches. Its compact, space-saving design makes it ideal for small bathrooms, cloakrooms, and en-suites.

Paired with a sleek back-to-wall toilet, this set conceals unsightly pipework and delivers a clean, minimalist appearance. The soft-close seat ensures a quiet and gentle close every time, adding to the overall comfort and durability.","Complete Bathroom Set Includes vanity basin unit, back-to-wall toilet, concealed cistern, round matt black plate tap, and matching waste for a full, ready-to-install solution.
Modern Space-Saving Design Compact vanity unit and sleek back-to-wall toilet maximise bathroom space while maintaining a stylish, minimalist appearance.
High-Quality Ceramic Basin Durable ceramic sink with a smooth, easy-clean glaze that resists stains, scratches, and everyday wear.
Soft-Close Toilet Seat Comfortable seat with soft-close hinge mechanism that prevents slamming, reduces noise, and increases longevity.
Durable Back-to-Wall Toilet Streamlined WC fits flush against the wall, helping conceal pipework for a cleaner, modern finish.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,White,850mm,Modern,"ceramic, wood",,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),"Vanity Basin Sink Unit & 850mm Back-to-Wall Toilet WC with Cistern, Round Matt Black Plate Tap & Waste (brown)",vanitysink-850mm-brown,VINYL,Child,vanitysink-PARENT,Colour/Size,ABC,EAN,1000000000001,ABC,100013,,430,,430,20,500,1,,"Upgrade your bathroom with this modern and fully coordinated Vanity Basin Sink Unit & Back-to-Wall Toilet WC Set, complete with a concealed cistern, round matt black plate tap, and matching waste. Designed to bring both style and functionality to any space, this set combines a contemporary look with practical everyday performance.

The vanity unit features a durable ceramic basin with a smooth, high-gloss finish that’s easy to clean and highly resistant to stains and scratches. Its compact, space-saving design makes it ideal for small bathrooms, cloakrooms, and en-suites.

Paired with a sleek back-to-wall toilet, this set conceals unsightly pipework and delivers a clean, minimalist appearance. The soft-close seat ensures a quiet and gentle close every time, adding to the overall comfort and durability.","Complete Bathroom Set Includes vanity basin unit, back-to-wall toilet, concealed cistern, round matt black plate tap, and matching waste for a full, ready-to-install solution.
Modern Space-Saving Design Compact vanity unit and sleek back-to-wall toilet maximise bathroom space while maintaining a stylish, minimalist appearance.
High-Quality Ceramic Basin Durable ceramic sink with a smooth, easy-clean glaze that resists stains, scratches, and everyday wear.
Soft-Close Toilet Seat Comfortable seat with soft-close hinge mechanism that prevents slamming, reduces noise, and increases longevity.
Durable Back-to-Wall Toilet Streamlined WC fits flush against the wall, helping conceal pipework for a cleaner, modern finish.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,Brown,850mm,Modern,"ceramic, wood",,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),"Vanity Basin Sink Unit & 850mm Back-to-Wall Toilet WC with Cistern, Round Matt Black Plate Tap & Waste (green)",vanitysink-850mm-green,VINYL,Child,vanitysink-PARENT,Colour/Size,ABC,EAN,1000000000001,ABC,100014,,495,,495,20,500,1,,"Upgrade your bathroom with this modern and fully coordinated Vanity Basin Sink Unit & Back-to-Wall Toilet WC Set, complete with a concealed cistern, round matt black plate tap, and matching waste. Designed to bring both style and functionality to any space, this set combines a contemporary look with practical everyday performance.

The vanity unit features a durable ceramic basin with a smooth, high-gloss finish that’s easy to clean and highly resistant to stains and scratches. Its compact, space-saving design makes it ideal for small bathrooms, cloakrooms, and en-suites.

Paired with a sleek back-to-wall toilet, this set conceals unsightly pipework and delivers a clean, minimalist appearance. The soft-close seat ensures a quiet and gentle close every time, adding to the overall comfort and durability.","Complete Bathroom Set Includes vanity basin unit, back-to-wall toilet, concealed cistern, round matt black plate tap, and matching waste for a full, ready-to-install solution.
Modern Space-Saving Design Compact vanity unit and sleek back-to-wall toilet maximise bathroom space while maintaining a stylish, minimalist appearance.
High-Quality Ceramic Basin Durable ceramic sink with a smooth, easy-clean glaze that resists stains, scratches, and everyday wear.
Soft-Close Toilet Seat Comfortable seat with soft-close hinge mechanism that prevents slamming, reduces noise, and increases longevity.
Durable Back-to-Wall Toilet Streamlined WC fits flush against the wall, helping conceal pipework for a cleaner, modern finish.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,Green,850mm,Modern,"ceramic, wood",,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
Active,Create or Replace (Full Update),"600mm Floor Standing Bathroom Vanity Unit With Basin - Laquered Cloakroom Vanity Unit with 1 Tap Hole Ceramic
",Denvorvanitysink-PARENT,VINYL,Parent,,Colour ,ABC,EAN,1000000000001,ABC,,,,,,,,,,"Upgrade your bathroom with this stylish 600mm Floor Standing Bathroom Vanity Unit with Ceramic Basin, designed to bring modern elegance and practical functionality to any space. Featuring a premium lacquered finish, the unit delivers a smooth, water-resistant surface that’s easy to maintain and built to last.

The high-quality ceramic basin includes a single tap hole, making it compatible with all standard mono mixer taps. Its glossy, easy-clean surface resists stains and scratches, offering long-term durability.","600mm Floor-Standing Design Compact yet spacious vanity unit ideal for bathrooms, cloakrooms, and en-suites.
Durable Lacquered Finish High-quality lacquer coating provides a smooth, glossy surface that resists moisture, scratches, and daily wear.
premium Ceramic Basin Comes with a 1-tap-hole ceramic basin featuring a sleek, easy-clean glaze for long-lasting shine.
Soft-Close Door System Prevents slamming, reduces noise, and extends the life of the cabinet.
Ample Storage Space Internal shelf offers practical storage for toiletries, cleaning products, and bathroom essentials.
Easy to Install Floor-standing structure ensures simple setup and stability without wall mounting.
Modern Minimalist Look Clean lines and contemporary design make it suitable for all bathroom styles.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,,,Modern,ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),"Blue 600mm Floor Standing Bathroom Vanity Unit With Basin - Laquered Cloakroom Vanity Unit with 1 Tap Hole Ceramic
",Denvorvanitysink-Blue,VINYL,Child,Denvorvanitysink-PARENT,Colour ,ABC,EAN,1000000000001,ABC,100016,,149.99,,139,20,500,1,,"Upgrade your bathroom with this stylish 600mm Floor Standing Bathroom Vanity Unit with Ceramic Basin, designed to bring modern elegance and practical functionality to any space. Featuring a premium lacquered finish, the unit delivers a smooth, water-resistant surface that’s easy to maintain and built to last.

The high-quality ceramic basin includes a single tap hole, making it compatible with all standard mono mixer taps. Its glossy, easy-clean surface resists stains and scratches, offering long-term durability.","600mm Floor-Standing Design Compact yet spacious vanity unit ideal for bathrooms, cloakrooms, and en-suites.
Durable Lacquered Finish High-quality lacquer coating provides a smooth, glossy surface that resists moisture, scratches, and daily wear.
premium Ceramic Basin Comes with a 1-tap-hole ceramic basin featuring a sleek, easy-clean glaze for long-lasting shine.
Soft-Close Door System Prevents slamming, reduces noise, and extends the life of the cabinet.
Ample Storage Space Internal shelf offers practical storage for toiletries, cleaning products, and bathroom essentials.
Easy to Install Floor-standing structure ensures simple setup and stability without wall mounting.
Modern Minimalist Look Clean lines and contemporary design make it suitable for all bathroom styles.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,Blue,(H) 80cm x (W) 60cm,Modern,ceramic,,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),Denvor Grey 600mm Floor Standing Bathroom Vanity Unit With Basin - Laquered Cloakroom Vanity Unit with 1 Tap Hole Ceramic,Denvorvanitysink-grey,VINYL,Child,Denvorvanitysink-PARENT,Colour ,ABC,EAN,1000000000001,ABC,100017,,149.99,,139,20,500,1,,"Upgrade your bathroom with this stylish 600mm Floor Standing Bathroom Vanity Unit with Ceramic Basin, designed to bring modern elegance and practical functionality to any space. Featuring a premium lacquered finish, the unit delivers a smooth, water-resistant surface that’s easy to maintain and built to last.

The high-quality ceramic basin includes a single tap hole, making it compatible with all standard mono mixer taps. Its glossy, easy-clean surface resists stains and scratches, offering long-term durability.","600mm Floor-Standing Design Compact yet spacious vanity unit ideal for bathrooms, cloakrooms, and en-suites.
Durable Lacquered Finish High-quality lacquer coating provides a smooth, glossy surface that resists moisture, scratches, and daily wear.
premium Ceramic Basin Comes with a 1-tap-hole ceramic basin featuring a sleek, easy-clean glaze for long-lasting shine.
Soft-Close Door System Prevents slamming, reduces noise, and extends the life of the cabinet.
Ample Storage Space Internal shelf offers practical storage for toiletries, cleaning products, and bathroom essentials.
Easy to Install Floor-standing structure ensures simple setup and stability without wall mounting.
Modern Minimalist Look Clean lines and contemporary design make it suitable for all bathroom styles.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,Grey,(H) 80cm x (W) 60cm,Modern,ceramic,,,,1,,,,,,,,,,,,,,,,,,,,,,1,3,Days,,
Active,Create or Replace (Full Update),Denvor White 600mm Floor Standing Bathroom Vanity Unit With Basin - Cloakroom Vanity Unit with 1 Tap hole Basin,Denvorvanitysink-white,VINYL,Child,Denvorvanitysink-PARENT,Colour ,ABC,EAN,1000000000001,ABC,100018,,149.99,,139,20,500,1,,"Upgrade your bathroom with this stylish 600mm Floor Standing Bathroom Vanity Unit with Ceramic Basin, designed to bring modern elegance and practical functionality to any space. Featuring a premium lacquered finish, the unit delivers a smooth, water-resistant surface that’s easy to maintain and built to last.

The high-quality ceramic basin includes a single tap hole, making it compatible with all standard mono mixer taps. Its glossy, easy-clean surface resists stains and scratches, offering long-term durability.","600mm Floor-Standing Design Compact yet spacious vanity unit ideal for bathrooms, cloakrooms, and en-suites.
Durable Lacquered Finish High-quality lacquer coating provides a smooth, glossy surface that resists moisture, scratches, and daily wear.
premium Ceramic Basin Comes with a 1-tap-hole ceramic basin featuring a sleek, easy-clean glaze for long-lasting shine.
Soft-Close Door System Prevents slamming, reduces noise, and extends the life of the cabinet.
Ample Storage Space Internal shelf offers practical storage for toiletries, cleaning products, and bathroom essentials.
Easy to Install Floor-standing structure ensures simple setup and stability without wall mounting.
Modern Minimalist Look Clean lines and contemporary design make it suitable for all bathroom styles.",,,,,,,https://example.com/images/vanity-main.jpg,,,,,,,,,No,White,(H) 80cm x (W) 60cm,Modern,ceramic,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,
Active,Create or Replace (Full Update),Engineered Hardwood Flooring Multi-Ply Tongue & Groove Waterproof Wood Planks,EHF-PARENT,LAMINATE,Parent,,Size/Colour/No. of Packages,ABC,,,ABC,,,,,,,,,,"Premium engineered hardwood flooring with multi-ply core, waterproof surface and tongue & groove edges. Parent listing for all colour, size and pack variations.",Premium engineered hardwood | Waterproof multi-layer construction | Tongue & groove easy installation | Smooth wood grain finish | Ideal for home and office floors,,,,,,,https://example.com/images/flooring-main.jpg,,,,,,,,,No,,,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,,,,,,,,,,,,,,,,,,,,,,,,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 914 x 152 mm (12-Pack),M-BO-914X152mm-12,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,119.99,,109.99,20,50,12,,"Brown Oak engineered hardwood flooring in metric size 914 x 152 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-36x6-main.jpg,,,,,,,,,No,Brown Oak,914 x 152 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,1,,914,Millimetres,,152,Millimetres,10,Millimetres,,,10.51,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 914 x 152 mm (24-Pack),M-BO-914X152mm-24,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,134.99,,124.99,20,50,24,,"Brown Oak engineered hardwood flooring in metric size 914 x 152 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-36x6-main.jpg,,,,,,,,,No,Brown Oak,914 x 152 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,2,,914,Millimetres,,152,Millimetres,10,Millimetres,,,20.11,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 914 x 152 mm (36-Pack),M-BO-914X152mm-36,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,144.99,,134.99,20,50,36,,"Brown Oak engineered hardwood flooring in metric size 914 x 152 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-36x6-main.jpg,,,,,,,,,No,Brown Oak,914 x 152 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,3,,914,Millimetres,,152,Millimetres,10,Millimetres,,,29.71,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 1219 x 178 mm (12-Pack),M-BO-1219X178mm-12,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,129.99,,119.99,20,50,12,,"Brown Oak engineered hardwood flooring in metric size 1219 x 178 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-48x7-main.jpg,,,,,,,,,No,Brown Oak,1219 x 178 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,1,,1219,Millimetres,,178,Millimetres,10,Millimetres,,,10.82,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 1219 x 178 mm (24-Pack),M-BO-1219X178mm-24,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,144.99,,134.99,20,50,24,,"Brown Oak engineered hardwood flooring in metric size 1219 x 178 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-48x7-main.jpg,,,,,,,,,No,Brown Oak,1219 x 178 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,2,,1219,Millimetres,,178,Millimetres,10,Millimetres,,,20.42,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 1219 x 178 mm (36-Pack),M-BO-1219X178mm-36,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,154.99,,144.99,20,50,36,,"Brown Oak engineered hardwood flooring in metric size 1219 x 178 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-48x7-main.jpg,,,,,,,,,No,Brown Oak,1219 x 178 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,3,,1219,Millimetres,,178,Millimetres,10,Millimetres,,,30.02,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
Active,Create or Replace (Full Update),Brown Oak Engineered Hardwood Flooring 1524 x 191 mm (12-Pack),M-BO-1524X191mm-12,LAMINATE,Child,EHF-PARENT,Size/Colour/No. of Packages,ABC,EAN,1000000000001,ABC,100018,,139.99,,129.99,20,50,12,,"Brown Oak engineered hardwood flooring in metric size 1524 x 191 mm. Waterproof, tongue & groove, smooth finish.",Waterproof | Tongue & groove | Multiâ€‘ply core | Scratchâ€‘resistant | DIY installation,,Waterproof construction,,,,,https://example.com/images/brown-oak-60x75-main.jpg,,,,,,,,,No,Brown Oak,1524 x 191 mm,Wood plank,Engineered hardwood,Tongue and groove,Rectangular,Smooth wood grain,1,,1524,Millimetres,,191,Millimetres,12,Millimetres,,,11.12,Kilograms,,,,,,,,,,1,3,Days,Plank,Glue down
